2020-08-02 13:14:03,"b""RT @DostKhan_Jammu: HM @AmitShah tested #Corona positive, but very fine.\nOn Doctors' advice, he is hospitalised. \nWe wish him a speedy reco\xe2\x80\xa6"""
2020-08-02 13:13:54,b'#District Wise Breakup of Positive Cases as on August 2\n#Coronavirus #Corona #COVID19\n\nhttps://t.co/rI8vNXGVgC'
2020-08-02 13:13:54,"b'RT @DrAMSinghvi: Best wishes to #HomeMinister #AmitShah for a quick recovery &amp;restful convalescence. As a #corona recoveree myself, he may\xe2\x80\xa6'"
2020-08-02 13:13:34,b'Amit shah tested #corona positve \xf0\x9f\x98\xa5\n*Modi ji be like*\nMera kya hoga bc \xf0\x9f\x98\xad https://t.co/FdtrwoSeXD'
2020-08-02 13:13:26,b'RT @Aneela_7: * First Amitabh Bachchan &amp; his family\n\n* Then Shivraj Chauhan\n\n* Now Amit Shah\n\nAll admitted for #Corona \xf0\x9f\x99\x84\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\nNow get read\xe2\x80\xa6'
2020-08-02 13:13:26,b'RT @anilduhoon: 5 Aug must not shift focus away from #Ladakh and #Corona. \nGovt has a lot to explain on these two fronts. \nWe will not get\xe2\x80\xa6'
2020-08-02 13:13:22,"b""RT @DostKhan_Jammu: HM @AmitShah tested #Corona positive, but very fine.\nOn Doctors' advice, he is hospitalised. \nWe wish him a speedy reco\xe2\x80\xa6"""
2020-08-02 13:13:02,b'Its shocking our beloved leader @AmitShah is #Corona we wish u a speedy recovery.. https://t.co/XnTzBxWpmg'
2020-08-02 13:12:54,"b'RT @TravelFoodGuy: Comfort? Breathability? HEPA? Filters? For the best reusable face #masks, look to the best expert outdoor gear companies\xe2\x80\xa6'"
2020-08-02 13:12:49,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:12:12,b'RT @komalgauthamTOI: The focus volunteers in many wards are doing an excellent job. #covidwarriors @madhavaram #corona #chennai \xe2\x81\xa6@chennaico\xe2\x80\xa6'
2020-08-02 13:11:56,"b'RT @CYounosi: @SAP , @deutschetelekom to Build Corona App Gateway for European Commission https://t.co/mTSiy4ZYY3\n\n#corona #coronawarnapp #\xe2\x80\xa6'"
2020-08-02 13:11:49,b'RT @rameshlaus: #BREAKING: TN Governor #BanwariLalPurhoit is tested #Corona positive.. \n\nWishing him a speedy recovery https://t.co/HUSex9F\xe2\x80\xa6'
2020-08-02 13:11:42,b'What if we stick a UV/UVC light inside the opening of a trick or treat bag? Maybe like an led strip that can bend i\xe2\x80\xa6 https://t.co/3Yn4RdaYcL'
2020-08-02 13:11:40,b'#Corona #coronavirus #coronavirusuk #Covid_19 #Covid19UK #Covid #COVID__19 #Covid19 \n\nGreater London coronavirus ou\xe2\x80\xa6 https://t.co/N0UQsYby6U'
2020-08-02 13:11:31,b'RT @UKCovid19Stats: Wales Daily Coronavirus (COVID-19) Report. #coronavirus #Wales #Corona #covid19 #Covid19UK https://t.co/tlBfyKy9BL'
2020-08-02 13:11:25,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 13:11:00,b'RT @pankajbhatt54: @AmitShah Wishing you speedy Recovery from #Corona from victims of #NSEL scam. You are the #chanakya of contemporary Ind\xe2\x80\xa6'
2020-08-02 13:11:00,b'RT @pankajbhatt54: @AmitShah Wishing you speedy Recovery from #Corona from victims of #NSEL scam. You are the #chanakya of contemporary Ind\xe2\x80\xa6'
2020-08-02 13:10:50,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:10:48,b'RT @PowerOfWords4U: Common sense is genius dressed in its working clothes. #RalphWaldoEmerson #Corona #coronavirus #DonaldJTrump #mask #Ame\xe2\x80\xa6'
2020-08-02 13:10:36,b'RT @jeasbe: #Delhi #CovidRecovered\nNeed #Blood Type : O+\nAt : LNJP\nBlood Component : #Plasma\nPrimary Number :9899964708\nIllness :#Corona\n@B\xe2\x80\xa6'
2020-08-02 13:10:36,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:10:18,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 13:10:07,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:09:51,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:09:24,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:09:20,"b""RT @DostKhan_Jammu: HM @AmitShah tested #Corona positive, but very fine.\nOn Doctors' advice, he is hospitalised. \nWe wish him a speedy reco\xe2\x80\xa6"""
2020-08-02 13:09:10,"b'RT @DrAMSinghvi: Best wishes to #HomeMinister #AmitShah for a quick recovery &amp;restful convalescence. As a #corona recoveree myself, he may\xe2\x80\xa6'"
2020-08-02 13:08:55,"b'RT @Telugu360: ..2/2 \n\nJagan Administration in AP - 2 \n\n\xf0\x9f\x91\x89 Capital: \nSowed disputes between regions &amp; ruined 29,000 Amaravati farmer familie\xe2\x80\xa6'"
2020-08-02 13:08:53,"b'RT @CYounosi: @SAP , @deutschetelekom to Build Corona App Gateway for European Commission https://t.co/mTSiy4ZYY3\n\n#corona #coronawarnapp #\xe2\x80\xa6'"
2020-08-02 13:08:42,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 13:08:28,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 13:08:19,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:08:07,"b""Don't mind #Corona will come and go Get well soon #AmitShah ji."""
2020-08-02 13:08:07,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:07:52,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:07:10,"b'RT @the852spirit: 0721: Good morning \xf0\x9f\x8c\x9e HK! August came in a blink of an \xf0\x9f\x91\x81. Don\xe2\x80\x99t forget your gear- masks, hand sanitizers and gloves if you\xe2\x80\xa6'"
2020-08-02 13:06:58,b'RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report. #coronavirus #UK #Corona #covid19 #Covid19UK https://t.co/B50miX569i'
2020-08-02 13:06:38,"b'RT @DrAMSinghvi: Best wishes to #HomeMinister #AmitShah for a quick recovery &amp;restful convalescence. As a #corona recoveree myself, he may\xe2\x80\xa6'"
2020-08-02 13:06:20,"b'RT @Bloodpointorg: #Warangal #SOS  #COVID19India \nNeed B+ve #Blood #plasma from #covidrecovery  patient\nIllness #Corona\nAt Aditya Hospital,\xe2\x80\xa6'"
2020-08-02 13:06:07,b'RT @AlbertMetzler: DER PERFIDE PLAN DES WORLD ECONOMIC FORUM https://t.co/PqnNPG7uRG #Corona #5G #Radioaktivit\xc3\xa4t'
